,InChIKey,Solubility,SD,Ocurrences,Group,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT,base_rdkit_smiles
1930,DYRDKSSFIWVSNM-UHFFFAOYSA-N,-1.2990810635,0.0,1,G1,177.203,1.6041999999999998,50.36970000000002,13.0,2.0,1.0,3.0,3.0,68.0,1.0,0.0,0.0,1.0,46.17,76.76407796077896,2.5044549868496246,305.9606013394062,CC(=O)CC(=O)Nc1ccccc1
1931,WYYPHFSXWSKRQJ-UHFFFAOYSA-M,-1.6762060534999998,0.0,1,G1,417.5310000000002,3.2162200000000025,115.09960000000004,29.0,6.0,0.0,8.0,4.0,156.0,2.0,0.0,1.0,3.0,85.04,172.4547476194899,4.384057384283894e-07,1026.14666390903,Cc1ccc(N(C)N=CC2=[N+](C)c3ccccc3C2(C)C)cc1
1932,SPWPAFQLIZTXFN-UHFFFAOYSA-M,-1.6925364836,0.0,1,G1,433.5300000000002,2.916400000000001,116.91460000000004,30.0,7.0,0.0,9.0,5.0,162.0,2.0,0.0,1.0,3.0,94.26999999999998,177.56829284899686,4.693054860196486e-07,1044.5664477579485,COc1ccc(N(C)N=CC2=[N+](C)c3ccccc3C2(C)C)cc1
1933,DSKYSDCYIODJPC-UHFFFAOYSA-N,-1.2603343364,0.0,1,G1,160.257,1.5576,46.42060000000002,11.0,2.0,2.0,2.0,6.0,68.0,0.0,0.0,0.0,0.0,40.46,69.24725544739442,3.8352571576460592,79.2988603028468,CCCCC(CC)(CO)CO
1934,INQOMBQAUSQDDS-UHFFFAOYSA-N,-1.2145838492,0.10274845415,2,G3,141.939,1.0512,19.944,2.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,28.001089148873188,1.0,2.0,CI
1935,IDEYZABHVQLHAF-GQCTYLIASA-N,-1.0573697281,0.0,1,G1,98.14499999999998,1.5416,30.111999999999988,7.0,1.0,0.0,1.0,2.0,40.0,0.0,0.0,0.0,0.0,17.07,44.035880667672096,3.490361883601098,82.18080946738405,CC/C=C(\C)C=O
1936,ANSXAPJVJOKRDJ-UHFFFAOYSA-N,-1.4062217243,0.0067434694500001,2,G3,218.11999999999995,-0.5045999999999998,53.438,16.0,6.0,0.0,6.0,0.0,78.0,3.0,0.0,0.0,3.0,94.56,85.0294791112961,2.7986395701748545,769.6521153807564,O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12
1937,ISBWNEKJSSLXOD-UHFFFAOYSA-N,-1.306674746,0.0,1,G1,172.22399999999996,1.6989,45.782000000000025,12.0,3.0,0.0,3.0,6.0,70.0,0.0,0.0,0.0,0.0,43.370000000000005,73.09537737259683,3.2765533155320856,151.85263754543286,CCCCOC(=O)CCC(C)=O
1938,FKBMTBAXDISZGN-UHFFFAOYSA-N,-1.3015260488,0.0267221596,2,G3,168.19199999999998,1.1222,41.09400000000001,12.0,3.0,0.0,3.0,0.0,66.0,0.0,2.0,2.0,2.0,43.370000000000005,71.08371506553836,2.169335366426631,233.92814698224575,CC1CCC2C(=O)OC(=O)C2C1
1939,LTPCXXMGKDQPAO-UHFFFAOYSA-L,-1.5917155587,0.4915508618,2,G3,326.49000000000007,1.5246000000000002,82.38000000000005,21.0,4.0,0.0,5.0,10.0,120.0,0.0,0.0,0.0,0.0,80.25999999999999,159.24649359701166,-2.945454481041324e-07,230.6615312216908,CCCCC(CC)C(=O)[O-]
1940,UFFBMTHBGFGIHF-UHFFFAOYSA-N,-1.167514488,0.0990080702999999,2,G3,121.183,1.88564,40.32840000000001,9.0,1.0,1.0,1.0,0.0,48.0,1.0,0.0,0.0,1.0,26.02,55.50117804530289,3.2478347337367026,195.55766205433733,Cc1cccc(C)c1N
1941,LNGAGQAGYITKCW-UHFFFAOYSA-N,-1.3871946661,0.0,1,G1,200.234,1.1387999999999998,49.48000000000003,14.0,4.0,0.0,4.0,2.0,80.0,0.0,1.0,1.0,1.0,52.60000000000001,83.56803356297111,2.3807662794155533,192.16188799454835,COC(=O)C1CCC(C(=O)OC)CC1
1942,APSBXTVYXVQYAB-UHFFFAOYSA-M,-1.7357141887,0.0,1,G1,444.5660000000003,0.8135000000000014,106.63220000000008,29.0,7.0,0.0,9.0,16.0,166.0,0.0,0.0,0.0,0.0,109.8,198.26532149321903,0.0,551.0329672298398,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-]
1943,QIKYZXDTTPVVAC-UHFFFAOYSA-N,-1.2255453859,0.0,1,G1,136.154,0.3677,39.3723,10.0,2.0,2.0,3.0,1.0,52.0,1.0,0.0,0.0,1.0,69.11,58.63764872796276,3.003400684579818,240.28794892648057,NC(=O)c1ccc(N)cc1
1944,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,-1.3525852601,0.0169291336,2,G3,180.167,-1.039700000000001,46.57570000000001,13.0,5.0,1.0,6.0,0.0,68.0,2.0,0.0,0.0,2.0,72.68,72.45404341715741,3.21185381303522,574.1705593822571,Cn1c(=O)c2[nH]cnc2n(C)c1=O
1945,CMIRRYUUJFPVJI-UHFFFAOYSA-N,-1.5746822213999998,0.0,1,G1,300.45,4.952120000000005,86.81000000000006,22.0,4.0,0.0,4.0,6.0,120.0,0.0,0.0,0.0,0.0,95.16,135.51941685197596,0.0,477.1774455239963,CC(C#N)CC(C)(C)CC#N
1946,XXBDWLFCJWSEKW-UHFFFAOYSA-N,-1.2279188258,0.0880594128999999,2,G3,135.20999999999998,1.7482,43.83300000000003,10.0,1.0,0.0,1.0,2.0,54.0,1.0,0.0,0.0,1.0,3.24,62.28606313289016,2.5872871851548136,179.17957141667625,CN(C)Cc1ccccc1
1947,HEDRZPFGACZZDS-UHFFFAOYSA-N,-1.1738343117,0.01821463285,2,G3,119.378,1.9864,21.347,4.0,0.0,0.0,3.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,39.64904970847457,2.3237900077244498,8.0,ClC(Cl)Cl
1948,SWLVFNYSXGMGBS-UHFFFAOYSA-N,1.908299785,0.0,1,G1,97.943,-2.6198,5.9848,2.0,0.0,1.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,36.5,24.01693023629782,0.0,2.0,[NH4+]
1949,YNXCGLKMOXLBOD-UHFFFAOYSA-N,-0.2954517157,0.0,1,G1,156.18099999999998,0.8945999999999998,40.13000000000001,11.0,3.0,0.0,3.0,3.0,62.0,0.0,1.0,1.0,1.0,35.53,65.98702420194984,2.1038316924891984,147.41616035477006,C=CC(=O)OCC1CCCO1
1950,FNLKZYBTJKUMQM-UHFFFAOYSA-M,0.4217473345,0.0,1,G1,295.3570000000001,-2.4876999999999985,58.33290000000002,18.0,5.0,1.0,8.0,4.0,92.0,1.0,0.0,0.0,1.0,103.37,147.31527866618225,2.8899984300508875e-06,537.8913960465259,CC(=O)CC(=O)Nc1ccc(S(=O)(=O)[O-])cc1
1951,ZGSCRDSBTNQPMS-UJURSFKZSA-N,0.5809706515999999,0.0662607834962656,3,G5,204.178,-0.9289000000000004,44.25340000000002,14.0,6.0,3.0,6.0,4.0,80.0,0.0,0.0,1.0,1.0,96.22,80.36972545853787,2.83906727642114,258.55711902130685,CCOC1=C(O)C(=O)O[C@@H]1[C@@H](O)CO
1952,KWXLCDNSEHTOCB-UHFFFAOYSA-J,0.4204601089999999,0.0,1,G1,293.95500000000004,-15.504200000000004,25.836799999999997,15.0,7.0,1.0,13.0,2.0,68.0,0.0,0.0,0.0,0.0,146.61,175.65484122674968,-8.333332911458357e-08,219.37473982306136,CC(O)(P(=O)([O-])[O-])P(=O)([O-])[O-]
1953,LDCRTTXIJACKKU-ARJAWSKDSA-N,-0.2672048758999999,0.0326916517051025,3,G5,144.12599999999998,-0.1114000000000001,33.172,10.0,4.0,0.0,4.0,2.0,56.0,0.0,0.0,0.0,0.0,52.60000000000001,58.42449322672962,3.7526030864834095,141.13075145540293,COC(=O)/C=C\C(=O)OC
1954,CNHDIAIOKMXOLK-UHFFFAOYSA-N,-0.2074175173999999,0.0,1,G1,124.13899999999995,1.4062199999999998,34.5086,9.0,2.0,2.0,2.0,0.0,48.0,1.0,0.0,0.0,1.0,40.46,53.3848127382856,3.171678030440916,218.15617759993404,Cc1cc(O)ccc1O
1955,MGJKQDOBUOMPEZ-UHFFFAOYSA-N,0.9386362339,0.0,1,G1,88.11,-0.4548000000000001,23.5154,6.0,1.0,2.0,3.0,0.0,36.0,0.0,0.0,0.0,0.0,41.13,36.73038172388261,2.9881608821342693,46.75488750216347,CNC(=O)NC
1956,NZRDUKISIQWGIN-UHFFFAOYSA-R,-2.5804798622,0.0,1,G1,392.028,-3.7314000000000025,26.68520000000002,14.0,8.0,4.0,14.0,0.0,96.0,0.0,0.0,0.0,0.0,306.52,86.71645781760022,-1.7777777696296298e-08,215.7164046453176,[NH4+]
1957,WVQFKDGIJVWORA-UHFFFAOYSA-M,0.4104692649,0.0,1,G1,295.355,-1.876499999999996,71.62280000000005,20.0,4.0,1.0,6.0,12.0,112.0,0.0,0.0,0.0,0.0,80.66999999999999,143.56824351238035,0.0,255.89951810576807,CCCCC(CC)CN(CCC(=O)[O-])CCC(=O)O
1958,OPQARKPSCNTWTJ-UHFFFAOYSA-L,-0.3755357121,0.0,1,G1,181.634,-2.490099999999999,21.36199999999999,9.0,4.0,0.0,5.0,0.0,57.0,0.0,0.0,0.0,0.0,80.25999999999999,63.347040501248905,-7.199999951999999e-08,70.56842503028855,CC(=O)[O-]
1959,SZYJELPVAFJOGJ-UHFFFAOYSA-N,0.8993339870999999,0.0,1,G1,95.573,-2.7056999999999984,20.722999999999995,5.0,1.0,0.0,2.0,0.0,34.0,0.0,0.0,0.0,0.0,3.24,40.86686054887108,-4.499999910000001e-08,15.509775004326936,CN(C)C
1960,IUQJDHJVPLLKFL-UHFFFAOYSA-N,0.4499772209,0.0,1,G1,266.124,2.2924000000000007,64.57650000000002,16.0,3.0,2.0,6.0,3.0,90.0,1.0,0.0,0.0,1.0,58.56,104.12269844973063,6.730768532686632e-07,344.83606869730977,O=C(O)COc1ccc(Cl)cc1Cl
1961,BDJSOPWXYLFTNW-UHFFFAOYSA-N,0.8026937067000001,0.0,1,G1,118.132,0.1958999999999999,28.508999999999983,8.0,3.0,0.0,3.0,3.0,48.0,0.0,0.0,0.0,0.0,35.53,48.5876320444735,2.988598647973156,70.07403392114696,COCCC(=O)OC
1962,GKKCIDNWFBPDBW-UHFFFAOYSA-M,0.9659600909,0.0,1,G1,81.11500000000001,-4.168220000000001,5.613,4.0,2.0,0.0,3.0,0.0,16.0,0.0,0.0,0.0,0.0,46.85,66.84862915685684,0.0,29.509775004326936,N#C[O-]
1963,HMBNQNDUEFFFNZ-UHFFFAOYSA-N,-0.18999534,0.0,1,G1,116.16,0.919,32.46879999999999,8.0,2.0,1.0,2.0,5.0,48.0,0.0,0.0,0.0,0.0,29.46,49.782137549331225,2.616293090417985,52.49022499567306,C=COCCCCO
1964,CRGPNLUFHHUKCM-UHFFFAOYSA-M,0.8626748208,0.0,1,G1,102.07,-3.4426,7.6065,4.0,2.0,0.0,4.0,0.0,18.0,0.0,0.0,0.0,0.0,40.13,68.29758736022039,0.0,13.509775004326936,O=P[O-]
1965,ACUGTEHQOFWBES-UHFFFAOYSA-M,0.8546356528,0.0,1,G1,103.977,-4.267299999999999,11.2203,5.0,2.0,0.0,5.0,0.0,26.0,0.0,0.0,0.0,0.0,71.63,53.26917571598416,-1.99999998125e-08,14.364527976600282,O=P[O-]
1966,CXWVMBGMGJTKRX-UHFFFAOYSA-N,-0.5379542498,0.0,1,G1,257.105,2.4352,63.86840000000005,17.0,3.0,1.0,7.0,5.0,104.0,0.0,1.0,1.0,1.0,47.78,102.06362749048157,0.0,138.00292484589173,CCCCOCC1CO1
1967,USFRYJRPHFMVBZ-UHFFFAOYSA-M,-0.7188245606999999,0.0,1,G1,388.878,2.1847000000000003,115.294,27.0,0.0,0.0,2.0,5.0,134.0,4.0,0.0,0.0,4.0,0.0,168.20530156500416,2.1024981664766527e-06,841.8000083084903,c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1
1968,UELAIMNOXLAYRW-UHFFFAOYSA-M,-0.7147015973999999,0.0,1,G1,384.4260000000002,-0.9538999999999948,84.03220000000006,25.0,7.0,0.0,9.0,6.0,138.0,0.0,2.0,2.0,2.0,109.8,170.79389072857413,3.1249964375042534e-06,536.6864850132554,O=C(CC(C(=O)OC1CCCCC1)S(=O)(=O)[O-])OC1CCCCC1
1969,SMCZLJWHBOXGOO-UHFFFAOYSA-L,-0.7741720686,0.0,1,G1,440.5450000000002,3.417880000000002,119.77000000000002,31.0,6.0,0.0,8.0,5.0,164.0,2.0,0.0,1.0,3.0,110.29999999999998,183.70283851416167,6.13743455029586e-07,1120.15671223133,CN(CCC#N)c1ccc(C=CC2=[N+](C)c3ccccc3C2(C)C)cc1
1970,CHQMHPLRPQMAMX-UHFFFAOYSA-L,0.4865525209,0.0,1,G1,238.106,-8.136999999999999,21.5644,12.0,8.0,0.0,12.0,3.0,62.0,0.0,0.0,0.0,0.0,132.86,113.03277370580616,-4.0499995882500426e-07,251.01955000865388,O=S(=O)([O-])OOS(=O)(=O)[O-]
1971,WYLWMAWLDZBLRN-UHFFFAOYSA-M,-0.8725523685,0.0,1,G1,549.5660000000001,0.5789200000000008,131.73369999999994,37.0,9.0,1.0,14.0,7.0,186.0,3.0,0.0,1.0,4.0,160.76,235.95073677968583,3.802492248116419e-06,1592.2750768494975,CC1=NN(c2ccc(S(=O)(=O)[O-])cc2)C(=O)C1N=Nc1ccc(C)c(S(=O)(=O)Nc2ccccc2)c1
1972,NIXOWILDQLNWCW-UHFFFAOYSA-N,0.0059673299,0.5681601661,2,G2,72.06300000000002,0.257,17.8328,5.0,1.0,1.0,2.0,1.0,28.0,0.0,0.0,0.0,0.0,37.3,29.735288076678287,3.204805417886435,55.91340299823497,C=CC(=O)O
1973,BAVYZALUXZFZLV-UHFFFAOYSA-N,1.3686434782,0.0863282609,2,G3,31.058,-0.4251,10.1114,2.0,1.0,1.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,26.02,14.079141724842266,1.0,2.0,CN
1974,MKWYFZFMAMBPQK-UHFFFAOYSA-J,-0.7073891823999999,0.0,1,G1,367.04700000000014,-10.408500000000007,52.90800000000002,22.0,10.0,0.0,12.0,11.0,119.0,0.0,0.0,0.0,0.0,167.0,158.3754407016976,-1.8049992523503188e-06,327.12281476499334,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-]
1975,ISRJTGUYHVPAOR-UHFFFAOYSA-N,-3.7081424715,0.0,1,G1,204.26899999999995,2.3163,57.028000000000034,15.0,2.0,0.0,2.0,2.0,80.0,0.0,2.0,3.0,3.0,26.3,89.99692420518328,1.7494247234449098,331.4276544759515,C=CC(=O)OC1C=CC2C3CCC(C3)C12
1976,DIKJULDDNQFCJG-UHFFFAOYSA-M,0.6949528649,0.0,1,G1,144.12699999999998,-3.278399999999998,24.76119999999999,8.0,3.0,0.0,5.0,2.0,42.0,0.0,0.0,0.0,0.0,57.2,70.8215678571911,0.0,147.9114705065293,C=CCS(=O)(=O)[O-]
1977,YYRIJHSNZXZKJD-UHFFFAOYSA-J,-1.1748734719,0.0,1,G1,1066.954,-5.850560000000014,232.4266999999997,70.0,23.0,4.0,31.0,15.0,342.0,7.0,0.0,0.0,7.0,373.23,488.64733993065767,3.23999519243234e-06,3423.681422187892,Cc1cc(Nc2nc(NCCO)nc(Nc3ccc(N=Nc4cc(S(=O)(=O)[O-])c5cccc(S(=O)(=O)[O-])c5c4)c(C)c3)n2)ccc1N=Nc1cc(S(=O)(=O)[O-])c2cccc(S(=O)(=O)[O-])c2c1
1978,LFEGBBYAYJXRBY-UHFFFAOYSA-N,0.2125744685999999,0.0,1,G1,432.4980000000002,0.8958999999999997,110.68950000000004,30.0,7.0,1.0,9.0,3.0,160.0,3.0,0.0,1.0,4.0,104.32,174.73345272608933,5.892306280856371e-07,1197.4270108921935,COc1ccc2cc(C3N(C)c4cc(S(C)(=O)=O)ccc4[NH+]3C)oc2c1
1979,RDZTWEVXRGYCFV-UHFFFAOYSA-M,0.4318666789,0.0163721266499999,2,G3,260.291,-4.854499999999995,54.53000000000005,16.0,6.0,1.0,8.0,5.0,90.0,0.0,1.0,1.0,1.0,83.91,118.64395140043187,2.249998813500648e-06,277.76289771739926,O=S(=O)([O-])CCN1CCN(CCO)CC1
1980,VLJNHYLEOZPXFW-BYPYZUCNSA-O,0.7853597575,0.0,1,G1,115.15600000000002,-1.8024999999999984,29.0088,8.0,1.0,2.0,3.0,1.0,46.0,0.0,1.0,1.0,1.0,59.7,48.24446331255128,2.34993673877678,96.6017921972316,NC(=O)[C@@H]1CCC[NH2+]1
1981,NSPMIYGKQJPBQR-UHFFFAOYSA-N,1.0058274476,0.0091124100999999,2,G3,69.067,-0.1952999999999999,16.3827,5.0,2.0,1.0,3.0,0.0,26.0,1.0,0.0,0.0,1.0,41.57,29.04831307080901,3.1250000000000004,61.369930610534254,c1nc[nH]n1
1982,CPELXLSAUQHCOX-UHFFFAOYSA-N,1.3775443727,0.0,1,G1,80.91199999999999,-2.8835,1.112,1.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,19.365978241846733,0.0,2.0,[Br-]
1983,HLBBKKJFGFRGMU-UHFFFAOYSA-M,1.0125444228,0.128538698695958,7,G5,68.007,-4.629899999999999,6.064,4.0,2.0,0.0,3.0,0.0,18.0,0.0,0.0,0.0,0.0,40.13,46.10840650278127,0.0,13.509775004326936,O=C[O-]
1984,QIGBRXMKCJKVMJ-UHFFFAOYSA-N,-0.1967366109,0.1297366887615641,6,G5,110.11199999999998,1.0978,29.7716,8.0,2.0,2.0,2.0,0.0,42.0,1.0,0.0,0.0,1.0,40.46,47.01987062388899,3.0324555320336755,145.38833891467198,Oc1ccc(O)cc1
1985,CKLJMWTZIZZHCS-UHFFFAOYSA-N,-1.2293181874,0.3593841489429584,8,G5,133.10299999999998,-1.127,27.864,9.0,3.0,3.0,5.0,3.0,52.0,0.0,0.0,0.0,0.0,100.62,51.08547977251164,3.632432151939845,132.52932501298082,NC(CC(=O)O)C(=O)O
1986,SLAFUPJSGFVWPP-UHFFFAOYSA-M,-1.7271281938,0.0,1,G1,418.2580000000001,1.0044000000000004,95.68900000000004,22.0,0.0,0.0,2.0,4.0,112.0,3.0,0.0,0.0,3.0,0.0,150.5038486374212,1.7633322772506531e-06,584.0085832964396,CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1
1987,LEONUFNNVUYDNQ-UHFFFAOYSA-N,-0.8144249576,0.0,1,G1,50.942,-0.0025,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,19.37662092103152,0.0,0.0,[V]
1988,GSITZZUEHIPPMH-UHFFFAOYSA-N,-1.5982895297,0.0,1,G1,309.30300000000005,2.1673,77.04810000000002,21.0,6.0,3.0,9.0,4.0,110.0,2.0,0.0,0.0,2.0,135.56,119.65986193872216,2.476591218178952,787.040239455687,Nc1ccc(Nc2ccc([N+](=O)[O-])cc2S(=O)(=O)O)cc1
1989,LORKUZBPMQEQET-UHFFFAOYSA-M,-1.743927996,0.0,1,G1,426.99100000000016,3.5687000000000038,127.7084,31.0,1.0,0.0,3.0,3.0,156.0,4.0,0.0,1.0,5.0,7.939999999999999,190.12887792543407,2.311997308279892e-06,1323.898659434224,Cn1c(-c2ccccc2)c(C=CC2=[N+](C)c3ccccc3C2(C)C)c2ccccc21
1990,BUDQDWGNQVEFAC-UHFFFAOYSA-N,-1.0383982131,0.0,1,G1,84.118,1.3105,24.32599999999999,6.0,1.0,0.0,1.0,0.0,34.0,0.0,0.0,1.0,1.0,9.23,37.617130529209376,2.2551447208210704,48.95878455585174,C1=COCCC1
1991,AEIJTFQOBWATKX-UHFFFAOYSA-N,-1.2899752166,0.0,1,G1,146.23,1.3099999999999998,41.851600000000005,10.0,2.0,2.0,2.0,6.0,62.0,0.0,0.0,0.0,0.0,40.46,62.88231333299782,2.8861627976234385,64.27793097483524,CCCCCCC(O)CO
1992,JGFZNNIVVJXRND-UHFFFAOYSA-N,-1.2416022633,0.123693260585789,3,G5,129.247,2.1251,42.652000000000015,9.0,1.0,0.0,1.0,3.0,56.0,0.0,0.0,0.0,0.0,3.24,59.05367949880917,3.677615681908372,58.96788691072806,CCN(C(C)C)C(C)C
1993,CNFAVWPHWCKUOM-UHFFFAOYSA-N,-1.7991126191,0.0,1,G1,453.36200000000014,-0.8497999999999997,97.2866,29.0,10.0,6.0,15.0,2.0,149.0,2.0,0.0,1.0,3.0,235.38,184.47451514212327,2.9999972170026678e-06,1229.6418178895576,Nc1cc(S(=O)(=O)[O-])c(O)c2c1C(=O)c1c(O)c(S(=O)(=O)O)cc(N)c1C2=O
1994,ASAXRKSDVDALDT-UHFFFAOYSA-N,-1.336078753,0.0782366319140094,4,G5,156.10299999999998,1.5003000000000002,27.28299999999999,10.0,2.0,0.0,5.0,1.0,60.0,0.0,0.0,0.0,0.0,26.3,55.970693023745326,3.867280781013407,127.3449779679464,CC(C)OC(=O)C(F)(F)F
1995,IJUMYNZGVPFZDO-UHFFFAOYSA-L,-1.9476532093,0.0,1,G1,629.3780000000003,-4.804799999999993,128.25549999999998,37.0,11.0,3.0,17.0,7.0,184.0,1.0,0.0,2.0,3.0,196.99,264.87062338122297,3.4224969828069235e-06,1545.338427702684,C=C(Br)C(=O)Nc1ccc(NNC2=C3C(=O)C=C(S(=O)(=O)[O-])C=C3C=CC2=NC)c(S(=O)(=O)[O-])c1
1996,PHBKXNWUWOCVEI-UHFFFAOYSA-M,-1.8471355444,0.0,1,G1,496.5240000000002,4.285820000000004,129.0532,35.0,8.0,0.0,10.0,7.0,172.0,4.0,0.0,0.0,4.0,115.87,225.37121895778765,3.4224942588433547e-06,1521.4433281179968,CCOc1ccc(C)cc1N=Nc1ccc(N=Nc2cccc(S(=O)(=O)[O-])c2)c2ccccc12
1997,VZCYOOQTPOCHFL-OWOJBTEDSA-N,-1.2196294277,2.8987001527860627,6,G4,116.072,-0.2881999999999998,24.411599999999996,8.0,2.0,2.0,4.0,2.0,44.0,0.0,0.0,0.0,0.0,74.6,45.05598604331467,3.668626461933803,118.97373660251154,O=C(O)/C=C/C(=O)O
1998,JFZVSHAMRZPOPA-UHFFFAOYSA-N,-1.5038218002,0.0,1,G1,223.316,1.56302,66.75360000000005,16.0,3.0,2.0,3.0,5.0,90.0,1.0,0.0,0.0,1.0,43.7,97.3342990948686,2.781112714917612,296.21356211444805,Cc1ccc(N(CC(C)O)CC(C)O)cc1
1999,DENRZWYUOJLTMF-UHFFFAOYSA-N,-1.3429497185,0.0,1,G1,154.18699999999998,0.3042000000000001,32.17179999999999,9.0,4.0,0.0,5.0,4.0,56.0,0.0,0.0,0.0,0.0,52.60000000000001,55.10457396393576,3.734562819666556,135.95057052383706,CCOS(=O)(=O)OCC
2000,JOXJJQNGIBRWJT-UHFFFAOYSA-M,-1.9428219908,0.0,1,G1,613.6490000000001,0.8250200000000025,151.6810999999998,42.0,9.0,2.0,13.0,7.0,210.0,4.0,0.0,1.0,5.0,166.76999999999998,265.1970074322222,4.049990428523513e-06,1942.668338151888,Cc1ccc(S(=O)(=O)N(C)Cc2ccc(Nc3cc(S(=O)(=O)[O-])c(N)c4c3C(=O)c3ccccc3C4=O)cc2)cc1
2001,CUNPJFGIODEJLQ-UHFFFAOYSA-M,0.6610693015,0.0,1,G1,152.112,-3.697399999999999,11.062,8.0,2.0,0.0,6.0,0.0,42.0,0.0,0.0,0.0,0.0,40.13,85.47911989860722,0.0,87.77443751081735,O=C([O-])C(F)(F)F
2002,BFDWBSRJQZPEEB-UHFFFAOYSA-L,0.6844005874,0.0,1,G1,143.949,-7.2074,8.714500000000001,7.0,3.0,0.0,7.0,0.0,32.0,0.0,0.0,0.0,0.0,63.19,84.54039226328499,-7.999999807500005e-08,59.070496343496615,O=P([O-])([O-])F
2003,BDAGIHXWWSANSR-UHFFFAOYSA-N,1.1758552936,0.0805723532,2,G3,46.025,-0.2991999999999999,8.6928,3.0,1.0,1.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,37.3,17.69500688006933,2.1874960973678963,10.264662506490405,O=CO
2004,KYQODXQIAJFKPH-UHFFFAOYSA-N,0.3226990562,0.0,1,G1,326.3060000000001,-3.988199999999997,70.13520000000001,22.0,8.0,4.0,12.0,11.0,130.0,0.0,0.0,0.0,0.0,234.34,125.63792153465816,-1.8049992523503188e-06,321.12281476499334,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)O
2005,DDGPBVIAYDDWDH-UHFFFAOYSA-N,0.2865181043,0.0,1,G1,351.55300000000005,2.889800000000001,94.25740000000008,23.0,4.0,1.0,6.0,15.0,140.0,0.0,0.0,0.0,0.0,77.43,142.97099977721066,3.621785661479755,382.0546057445979,CCCCCCCCCCCC[N+](C)(C)CC(O)CS(=O)(=O)[O-]
2006,IOLCXVTUBQKXJR-UHFFFAOYSA-M,0.7556754335,0.0,1,G1,119.002,-5.992,0.0,2.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,66.80374456771379,0.0,2.0,[Br-]
2007,ZDTXQHVBLWYPHS-UHFFFAOYSA-N,0.4924399529,0.0,1,G1,217.202,1.1499200000000005,47.64800000000001,14.0,4.0,1.0,7.0,2.0,76.0,1.0,0.0,0.0,1.0,97.51,80.07795696643399,3.4429387680106798,478.8535635303721,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)O
2008,WYYQVWLEPYFFLP-UHFFFAOYSA-K,0.4692256086,0.0,1,G1,229.128,-3.7338999999999976,32.04299999999999,13.0,6.0,0.0,7.0,0.0,75.0,0.0,0.0,0.0,0.0,120.39,86.3164044555771,-4.4999999833333336e-08,114.67414136612275,CC(=O)[O-]
2009,RWOLDZZTBNYTMS-SSDOTTSWSA-N,-0.4390279004999999,0.0,1,G1,186.594,1.458,44.04760000000002,12.0,2.0,2.0,4.0,2.0,64.0,1.0,0.0,0.0,1.0,57.53,74.21454317960763,3.0227910918592995,298.109376434433,O=C(O)[C@H](O)c1ccccc1Cl
2010,IQEHCFKNGZTEDA-LAEQOQJSSA-L,-1.0156300044,0.0698600337999999,2,G3,697.6620000000001,0.2271000000000065,170.85979999999975,48.0,12.0,2.0,16.0,8.0,230.0,5.0,0.0,1.0,6.0,192.61,319.7062386246463,2.6009961470834326e-06,2350.235813706178,O=C1C=Cc2cc(S(=O)(=O)[O-])ccc2/C1=N\Nc1ccc(N=Nc2ccc(Nc3ccccc3)c(S(=O)(=O)[O-])c2)c2ccccc12
2011,XQPRBTXUXXVTKB-UHFFFAOYSA-M,0.4112261076,0.0,1,G1,259.809,-5.992,0.0,2.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,89.81705932153318,0.0,2.0,[Cs+]
2012,QARDSQYLYGISQN-UHFFFAOYSA-N,0.6585802853,0.0,1,G1,146.621,-3.607099999999998,32.92969999999999,9.0,1.0,1.0,3.0,1.0,52.0,0.0,0.0,1.0,1.0,7.680000000000001,61.851684974871,6.399999148000115e-07,122.22626787690945,C=C[NH+]1C=CN(C)C1
2013,IFQSXNOEEPCSLW-DKWTVANSSA-N,0.6219271018,0.0320135044902078,3,G5,157.622,-3.5553999999999983,30.5762,8.0,3.0,3.0,5.0,2.0,50.0,0.0,0.0,0.0,0.0,63.32,60.55774009132193,-1.799999899875006e-07,84.2129994085646,N[C@@H](CS)C(=O)O
